origin,dest,t
1871,1517,1970-01-01T17:02:20Z
1541,1533,1970-01-01T17:02:20Z
1664,1821,1970-01-01T17:02:20Z
1650,1668,1970-01-01T17:02:20Z
1537,1835,1970-01-01T17:02:40Z
1543,1630,1970-01-01T17:02:40Z
1548,1516,1970-01-01T17:02:40Z
1549,1884,1970-01-01T17:02:40Z
1592,1609,1970-01-01T17:02:40Z
1609,1756,1970-01-01T17:02:40Z
1617,1857,1970-01-01T17:02:40Z
1617,1901,1970-01-01T17:02:40Z
1625,1923,1970-01-01T17:02:40Z
1640,1802,1970-01-01T17:02:40Z
1664,1897,1970-01-01T17:02:40Z
1677,1918,1970-01-01T17:02:40Z
1688,1701,1970-01-01T17:02:40Z
1734,1491,1970-01-01T17:02:40Z
1735,1855,1970-01-01T17:02:40Z
1825,1462,1970-01-01T17:02:40Z
1829,1886,1970-01-01T17:02:40Z
1841,1857,1970-01-01T17:02:40Z
1841,1901,1970-01-01T17:02:40Z
1850,1868,1970-01-01T17:02:40Z
1853,1894,1970-01-01T17:02:40Z
1857,1901,1970-01-01T17:02:40Z
1912,1916,1970-01-01T17:02:40Z
1924,1471,1970-01-01T17:02:40Z
1473,1529,1970-01-01T17:02:40Z
1473,1485,1970-01-01T17:02:40Z
1480,1529,1970-01-01T17:02:40Z
1480,1485,1970-01-01T17:02:40Z
1573,1452,1970-01-01T17:02:40Z
1600,1664,1970-01-01T17:02:40Z
1600,1428,1970-01-01T17:02:40Z
1652,1676,1970-01-01T17:02:40Z
1676,1747,1970-01-01T17:02:40Z
1789,1924,1970-01-01T17:02:40Z
1840,1489,1970-01-01T17:02:40Z
1872,1916,1970-01-01T17:02:40Z
1437,1527,1970-01-01T17:02:40Z
1583,1825,1970-01-01T17:02:40Z
1599,1655,1970-01-01T17:02:40Z
1665,1742,1970-01-01T17:02:40Z
1683,1718,1970-01-01T17:02:40Z
1752,1766,1970-01-01T17:02:40Z
1767,1489,1970-01-01T17:02:40Z
1485,1529,1970-01-01T17:02:40Z
1541,1691,1970-01-01T17:02:40Z
1591,1916,1970-01-01T17:02:40Z
1635,1517,1970-01-01T17:02:40Z
1673,1747,1970-01-01T17:02:40Z
1691,1533,1970-01-01T17:02:40Z
1740,1863,1970-01-01T17:02:40Z
1890,1428,1970-01-01T17:02:40Z
1890,1518,1970-01-01T17:02:40Z
1591,1872,1970-01-01T17:02:40Z
1598,1635,1970-01-01T17:02:40Z
1600,1890,1970-01-01T17:02:40Z
1835,1874,1970-01-01T17:02:40Z
1628,1862,1970-01-01T17:02:40Z
1652,1747,1970-01-01T17:02:40Z
1805,1425,1970-01-01T17:02:40Z
1438,1519,1970-01-01T17:02:40Z
1550,1566,1970-01-01T17:02:40Z
1715,1755,1970-01-01T17:02:40Z
1871,1470,1970-01-01T17:02:40Z
1470,1517,1970-01-01T17:02:40Z
1871,1517,1970-01-01T17:02:40Z
1544,1518,1970-01-01T17:02:40Z
1541,1533,1970-01-01T17:02:40Z
1664,1821,1970-01-01T17:02:40Z
1599,1658,1970-01-01T17:02:40Z
1650,1668,1970-01-01T17:02:40Z
1537,1688,1970-01-01T17:03:00Z
1544,1890,1970-01-01T17:03:00Z
1573,1452,1970-01-01T17:03:00Z
1585,1766,1970-01-01T17:03:00Z
1595,1654,1970-01-01T17:03:00Z
1600,1664,1970-01-01T17:03:00Z
1600,1428,1970-01-01T17:03:00Z
1600,1821,1970-01-01T17:03:00Z
1626,1649,1970-01-01T17:03:00Z
1649,1889,1970-01-01T17:03:00Z
1649,1665,1970-01-01T17:03:00Z
1652,1676,1970-01-01T17:03:00Z
1664,1890,1970-01-01T17:03:00Z
1676,1747,1970-01-01T17:03:00Z
1694,1529,1970-01-01T17:03:00Z
1701,1853,1970-01-01T17:03:00Z
1701,1886,1970-01-01T17:03:00Z
1756,1489,1970-01-01T17:03:00Z
1764,1840,1970-01-01T17:03:00Z
1789,1924,1970-01-01T17:03:00Z
1821,1890,1970-01-01T17:03:00Z
1821,1879,1970-01-01T17:03:00Z
1825,1886,1970-01-01T17:03:00Z
1840,1489,1970-01-01T17:03:00Z
1865,1882,1970-01-01T17:03:00Z
1872,1916,1970-01-01T17:03:00Z
1879,1884,1970-01-01T17:03:00Z
1889,1893,1970-01-01T17:03:00Z
1437,1527,1970-01-01T17:03:00Z
1583,1825,1970-01-01T17:03:00Z
1599,1655,1970-01-01T17:03:00Z
1600,1518,1970-01-01T17:03:00Z
1665,1742,1970-01-01T17:03:00Z
1669,1914,1970-01-01T17:03:00Z
1683,1718,1970-01-01T17:03:00Z
1731,1847,1970-01-01T17:03:00Z
1752,1766,1970-01-01T17:03:00Z
1767,1489,1970-01-01T17:03:00Z
1789,1902,1970-01-01T17:03:00Z
1847,1458,1970-01-01T17:03:00Z
1853,1884,1970-01-01T17:03:00Z
1886,1462,1970-01-01T17:03:00Z
1485,1529,1970-01-01T17:03:00Z
1541,1691,1970-01-01T17:03:00Z
1591,1916,1970-01-01T17:03:00Z
1635,1517,1970-01-01T17:03:00Z
1648,1696,1970-01-01T17:03:00Z
1673,1747,1970-01-01T17:03:00Z
1691,1533,1970-01-01T17:03:00Z
1740,1863,1970-01-01T17:03:00Z
1754,1914,1970-01-01T17:03:00Z
1755,1498,1970-01-01T17:03:00Z
1764,1489,1970-01-01T17:03:00Z
1890,1428,1970-01-01T17:03:00Z
1890,1518,1970-01-01T17:03:00Z
1591,1872,1970-01-01T17:03:00Z
1598,1635,1970-01-01T17:03:00Z
1600,1890,1970-01-01T17:03:00Z
1652,1673,1970-01-01T17:03:00Z
1713,1924,1970-01-01T17:03:00Z
1835,1874,1970-01-01T17:03:00Z
1628,1862,1970-01-01T17:03:00Z
1660,1692,1970-01-01T17:03:00Z
1652,1747,1970-01-01T17:03:00Z
1805,1425,1970-01-01T17:03:00Z
1438,1519,1970-01-01T17:03:00Z
1550,1566,1970-01-01T17:03:00Z
1715,1755,1970-01-01T17:03:00Z
1871,1470,1970-01-01T17:03:00Z
1470,1517,1970-01-01T17:03:00Z
1871,1517,1970-01-01T17:03:00Z
1544,1518,1970-01-01T17:03:00Z
1541,1533,1970-01-01T17:03:00Z
1664,1821,1970-01-01T17:03:00Z
1599,1658,1970-01-01T17:03:00Z
1650,1668,1970-01-01T17:03:00Z
1549,1884,1970-01-01T17:03:20Z
1551,1269,1970-01-01T17:03:20Z
1583,1825,1970-01-01T17:03:20Z
1599,1655,1970-01-01T17:03:20Z
1600,1518,1970-01-01T17:03:20Z
1601,1458,1970-01-01T17:03:20Z
1602,1467,1970-01-01T17:03:20Z
1664,1853,1970-01-01T17:03:20Z
1665,1742,1970-01-01T17:03:20Z
1669,1914,1970-01-01T17:03:20Z
1669,1754,1970-01-01T17:03:20Z
1681,1731,1970-01-01T17:03:20Z
1683,1718,1970-01-01T17:03:20Z
1701,1706,1970-01-01T17:03:20Z
1701,1756,1970-01-01T17:03:20Z
1715,1498,1970-01-01T17:03:20Z
1731,1847,1970-01-01T17:03:20Z
1735,1921,1970-01-01T17:03:20Z
1752,1766,1970-01-01T17:03:20Z
1767,1489,1970-01-01T17:03:20Z
1789,1902,1970-01-01T17:03:20Z
1791,1467,1970-01-01T17:03:20Z
1825,1462,1970-01-01T17:03:20Z
1829,1491,1970-01-01T17:03:20Z
1847,1458,1970-01-01T17:03:20Z
1850,1868,1970-01-01T17:03:20Z
1853,1884,1970-01-01T17:03:20Z
1886,1462,1970-01-01T17:03:20Z
1444,1491,1970-01-01T17:03:20Z
1485,1529,1970-01-01T17:03:20Z
1541,1691,1970-01-01T17:03:20Z
1547,1660,1970-01-01T17:03:20Z
1591,1916,1970-01-01T17:03:20Z
1604,1616,1970-01-01T17:03:20Z
1635,1517,1970-01-01T17:03:20Z
1648,1696,1970-01-01T17:03:20Z
1673,1747,1970-01-01T17:03:20Z
1691,1533,1970-01-01T17:03:20Z
1740,1863,1970-01-01T17:03:20Z
1754,1914,1970-01-01T17:03:20Z
1755,1498,1970-01-01T17:03:20Z
1764,1489,1970-01-01T17:03:20Z
1821,1518,1970-01-01T17:03:20Z
1890,1428,1970-01-01T17:03:20Z
1890,1518,1970-01-01T17:03:20Z
1924,1471,1970-01-01T17:03:20Z
1591,1872,1970-01-01T17:03:20Z
1598,1635,1970-01-01T17:03:20Z
1600,1890,1970-01-01T17:03:20Z
1652,1673,1970-01-01T17:03:20Z
1713,1924,1970-01-01T17:03:20Z
1835,1874,1970-01-01T17:03:20Z
1628,1862,1970-01-01T17:03:20Z
1660,1692,1970-01-01T17:03:20Z
1841,1901,1970-01-01T17:03:20Z
1652,1747,1970-01-01T17:03:20Z
1805,1425,1970-01-01T17:03:20Z
1438,1519,1970-01-01T17:03:20Z
1550,1566,1970-01-01T17:03:20Z
1715,1755,1970-01-01T17:03:20Z
1871,1470,1970-01-01T17:03:20Z
1470,1517,1970-01-01T17:03:20Z
1871,1517,1970-01-01T17:03:20Z
1544,1518,1970-01-01T17:03:20Z
1541,1533,1970-01-01T17:03:20Z
1664,1821,1970-01-01T17:03:20Z
1599,1658,1970-01-01T17:03:20Z
1650,1668,1970-01-01T17:03:20Z
1541,1691,1970-01-01T17:03:40Z
1547,1660,1970-01-01T17:03:40Z
1548,1606,1970-01-01T17:03:40Z
1550,1921,1970-01-01T17:03:40Z
1591,1916,1970-01-01T17:03:40Z
1600,1428,1970-01-01T17:03:40Z
1600,1650,1970-01-01T17:03:40Z
1604,1616,1970-01-01T17:03:40Z
1617,1441,1970-01-01T17:03:40Z
1617,1921,1970-01-01T17:03:40Z
1619,1505,1970-01-01T17:03:40Z
1628,1701,1970-01-01T17:03:40Z
1635,1517,1970-01-01T17:03:40Z
1648,1696,1970-01-01T17:03:40Z
1664,1448,1970-01-01T17:03:40Z
1664,1438,1970-01-01T17:03:40Z
1673,1747,1970-01-01T17:03:40Z
1691,1533,1970-01-01T17:03:40Z
1734,1475,1970-01-01T17:03:40Z
1740,1863,1970-01-01T17:03:40Z
1754,1889,1970-01-01T17:03:40Z
1754,1914,1970-01-01T17:03:40Z
1755,1498,1970-01-01T17:03:40Z
1756,1475,1970-01-01T17:03:40Z
1764,1489,1970-01-01T17:03:40Z
1821,1448,1970-01-01T17:03:40Z
1821,1518,1970-01-01T17:03:40Z
1821,1438,1970-01-01T17:03:40Z
1879,1890,1970-01-01T17:03:40Z
1890,1428,1970-01-01T17:03:40Z
1890,1518,1970-01-01T17:03:40Z
1921,1527,1970-01-01T17:03:40Z
1924,1471,1970-01-01T17:03:40Z
1427,1482,1970-01-01T17:03:40Z
1544,1890,1970-01-01T17:03:40Z
1564,1847,1970-01-01T17:03:40Z
1591,1872,1970-01-01T17:03:40Z
1592,1606,1970-01-01T17:03:40Z
1598,1635,1970-01-01T17:03:40Z
1600,1890,1970-01-01T17:03:40Z
1652,1673,1970-01-01T17:03:40Z
1655,1774,1970-01-01T17:03:40Z
1713,1924,1970-01-01T17:03:40Z
1835,1448,1970-01-01T17:03:40Z
1835,1874,1970-01-01T17:03:40Z
1496,1497,1970-01-01T17:03:40Z
1628,1862,1970-01-01T17:03:40Z
1660,1692,1970-01-01T17:03:40Z
1841,1901,1970-01-01T17:03:40Z
1904,1920,1970-01-01T17:03:40Z
1652,1747,1970-01-01T17:03:40Z
1805,1425,1970-01-01T17:03:40Z
1438,1519,1970-01-01T17:03:40Z
1550,1566,1970-01-01T17:03:40Z
1715,1755,1970-01-01T17:03:40Z
1871,1470,1970-01-01T17:03:40Z
1470,1517,1970-01-01T17:03:40Z
1871,1517,1970-01-01T17:03:40Z
1840,1489,1970-01-01T17:03:40Z
1544,1518,1970-01-01T17:03:40Z
1541,1533,1970-01-01T17:03:40Z
1645,1756,1970-01-01T17:03:40Z
1664,1821,1970-01-01T17:03:40Z
1599,1658,1970-01-01T17:03:40Z
1650,1668,1970-01-01T17:03:40Z
1544,1890,1970-01-01T17:04:00Z
1552,1761,1970-01-01T17:04:00Z
1564,1847,1970-01-01T17:04:00Z
1566,1921,1970-01-01T17:04:00Z
1568,1625,1970-01-01T17:04:00Z
1576,1835,1970-01-01T17:04:00Z
1590,1609,1970-01-01T17:04:00Z
1591,1872,1970-01-01T17:04:00Z
1592,1734,1970-01-01T17:04:00Z
1592,1606,1970-01-01T17:04:00Z
1598,1635,1970-01-01T17:04:00Z
1600,1890,1970-01-01T17:04:00Z
1601,1458,1970-01-01T17:04:00Z
1652,1673,1970-01-01T17:04:00Z
1655,1774,1970-01-01T17:04:00Z
1664,1879,1970-01-01T17:04:00Z
1679,1523,1970-01-01T17:04:00Z
1701,1463,1970-01-01T17:04:00Z
1713,1924,1970-01-01T17:04:00Z
1725,1434,1970-01-01T17:04:00Z
1734,1480,1970-01-01T17:04:00Z
1764,1840,1970-01-01T17:04:00Z
1821,1890,1970-01-01T17:04:00Z
1821,1879,1970-01-01T17:04:00Z
1835,1448,1970-01-01T17:04:00Z
1835,1874,1970-01-01T17:04:00Z
1857,1921,1970-01-01T17:04:00Z
1857,1527,1970-01-01T17:04:00Z
1894,1919,1970-01-01T17:04:00Z
1911,1458,1970-01-01T17:04:00Z
1496,1497,1970-01-01T17:04:00Z
1551,1269,1970-01-01T17:04:00Z
1599,1655,1970-01-01T17:04:00Z
1628,1862,1970-01-01T17:04:00Z
1660,1692,1970-01-01T17:04:00Z
1664,1890,1970-01-01T17:04:00Z
1841,1901,1970-01-01T17:04:00Z
1857,1441,1970-01-01T17:04:00Z
1914,1921,1970-01-01T17:04:00Z
1462,1518,1970-01-01T17:04:00Z
1687,1841,1970-01-01T17:04:00Z
1904,1920,1970-01-01T17:04:00Z
1652,1747,1970-01-01T17:04:00Z
1805,1425,1970-01-01T17:04:00Z
1438,1519,1970-01-01T17:04:00Z
1550,1566,1970-01-01T17:04:00Z
1544,1462,1970-01-01T17:04:00Z
1715,1755,1970-01-01T17:04:00Z
1767,1489,1970-01-01T17:04:00Z
1601,1911,1970-01-01T17:04:00Z
1655,1861,1970-01-01T17:04:00Z
1669,1754,1970-01-01T17:04:00Z
1850,1868,1970-01-01T17:04:00Z
1549,1525,1970-01-01T17:04:00Z
1871,1470,1970-01-01T17:04:00Z
1470,1517,1970-01-01T17:04:00Z
1871,1517,1970-01-01T17:04:00Z
1840,1489,1970-01-01T17:04:00Z
1544,1518,1970-01-01T17:04:00Z
1541,1533,1970-01-01T17:04:00Z
1645,1756,1970-01-01T17:04:00Z
1664,1821,1970-01-01T17:04:00Z
1599,1658,1970-01-01T17:04:00Z
1650,1668,1970-01-01T17:04:00Z
1551,1269,1970-01-01T17:04:20Z
1565,1628,1970-01-01T17:04:20Z
1591,1734,1970-01-01T17:04:20Z
1599,1655,1970-01-01T17:04:20Z
1613,1526,1970-01-01T17:04:20Z
1628,1862,1970-01-01T17:04:20Z
1648,1696,1970-01-01T17:04:20Z
1652,1830,1970-01-01T17:04:20Z
1660,1692,1970-01-01T17:04:20Z
1664,1890,1970-01-01T17:04:20Z
1676,1439,1970-01-01T17:04:20Z
1688,1888,1970-01-01T17:04:20Z
1764,1489,1970-01-01T17:04:20Z
1767,1840,1970-01-01T17:04:20Z
1831,1847,1970-01-01T17:04:20Z
1841,1901,1970-01-01T17:04:20Z
1857,1441,1970-01-01T17:04:20Z
1890,1428,1970-01-01T17:04:20Z
1914,1921,1970-01-01T17:04:20Z
1914,1476,1970-01-01T17:04:20Z
1462,1518,1970-01-01T17:04:20Z
1566,1857,1970-01-01T17:04:20Z
1687,1841,1970-01-01T17:04:20Z
1879,1890,1970-01-01T17:04:20Z
1904,1920,1970-01-01T17:04:20Z
1572,1592,1970-01-01T17:04:20Z
1652,1747,1970-01-01T17:04:20Z
1755,1498,1970-01-01T17:04:20Z
1805,1425,1970-01-01T17:04:20Z
1438,1519,1970-01-01T17:04:20Z
1550,1566,1970-01-01T17:04:20Z
1735,1466,1970-01-01T17:04:20Z
1544,1462,1970-01-01T17:04:20Z
1715,1755,1970-01-01T17:04:20Z
1767,1489,1970-01-01T17:04:20Z
1601,1911,1970-01-01T17:04:20Z
1655,1861,1970-01-01T17:04:20Z
1669,1754,1970-01-01T17:04:20Z
1731,1911,1970-01-01T17:04:20Z
1850,1868,1970-01-01T17:04:20Z
1549,1525,1970-01-01T17:04:20Z
1871,1470,1970-01-01T17:04:20Z
1470,1517,1970-01-01T17:04:20Z
1871,1517,1970-01-01T17:04:20Z
1840,1489,1970-01-01T17:04:20Z
1544,1518,1970-01-01T17:04:20Z
1541,1533,1970-01-01T17:04:20Z
1645,1756,1970-01-01T17:04:20Z
1601,1731,1970-01-01T17:04:20Z
1664,1821,1970-01-01T17:04:20Z
1829,1886,1970-01-01T17:04:20Z
1599,1658,1970-01-01T17:04:20Z
1650,1668,1970-01-01T17:04:20Z
1548,1606,1970-01-01T17:04:40Z
1549,1884,1970-01-01T17:04:40Z
1550,1857,1970-01-01T17:04:40Z
1566,1857,1970-01-01T17:04:40Z
1566,1617,1970-01-01T17:04:40Z
1628,1701,1970-01-01T17:04:40Z
1673,1747,1970-01-01T17:04:40Z
1678,1480,1970-01-01T17:04:40Z
1687,1841,1970-01-01T17:04:40Z
1721,1906,1970-01-01T17:04:40Z
1764,1840,1970-01-01T17:04:40Z
1821,1890,1970-01-01T17:04:40Z
1862,1471,1970-01-01T17:04:40Z
1871,1912,1970-01-01T17:04:40Z
1879,1890,1970-01-01T17:04:40Z
1889,1906,1970-01-01T17:04:40Z
1904,1920,1970-01-01T17:04:40Z
1496,1497,1970-01-01T17:04:40Z
1572,1592,1970-01-01T17:04:40Z
1652,1747,1970-01-01T17:04:40Z
1683,1718,1970-01-01T17:04:40Z
1696,1894,1970-01-01T17:04:40Z
1755,1498,1970-01-01T17:04:40Z
1431,1516,1970-01-01T17:04:40Z
1805,1425,1970-01-01T17:04:40Z
1438,1519,1970-01-01T17:04:40Z
1550,1566,1970-01-01T17:04:40Z
1598,1635,1970-01-01T17:04:40Z
1735,1466,1970-01-01T17:04:40Z
1485,1529,1970-01-01T17:04:40Z
1544,1462,1970-01-01T17:04:40Z
1715,1755,1970-01-01T17:04:40Z
1767,1489,1970-01-01T17:04:40Z
1601,1911,1970-01-01T17:04:40Z
1655,1861,1970-01-01T17:04:40Z
1669,1754,1970-01-01T17:04:40Z
1731,1911,1970-01-01T17:04:40Z
1850,1868,1970-01-01T17:04:40Z
1549,1525,1970-01-01T17:04:40Z
1595,1654,1970-01-01T17:04:40Z
1871,1470,1970-01-01T17:04:40Z
1470,1517,1970-01-01T17:04:40Z
1871,1517,1970-01-01T17:04:40Z
1840,1489,1970-01-01T17:04:40Z
1544,1518,1970-01-01T17:04:40Z
1541,1533,1970-01-01T17:04:40Z
1645,1756,1970-01-01T17:04:40Z
1601,1731,1970-01-01T17:04:40Z
1664,1821,1970-01-01T17:04:40Z
1829,1886,1970-01-01T17:04:40Z
1599,1658,1970-01-01T17:04:40Z
1650,1668,1970-01-01T17:04:40Z
1547,1889,1970-01-01T17:05:00Z
1560,1474,1970-01-01T17:05:00Z
1565,1628,1970-01-01T17:05:00Z
1572,1592,1970-01-01T17:05:00Z
1592,1702,1970-01-01T17:05:00Z
1599,1861,1970-01-01T17:05:00Z
1600,1890,1970-01-01T17:05:00Z
1630,1467,1970-01-01T17:05:00Z
1652,1747,1970-01-01T17:05:00Z
1664,1438,1970-01-01T17:05:00Z
1679,1523,1970-01-01T17:05:00Z
1681,1831,1970-01-01T17:05:00Z
1683,1718,1970-01-01T17:05:00Z
1691,1533,1970-01-01T17:05:00Z
1696,1894,1970-01-01T17:05:00Z
1713,1924,1970-01-01T17:05:00Z
1734,1871,1970-01-01T17:05:00Z
1752,1766,1970-01-01T17:05:00Z
1754,1471,1970-01-01T17:05:00Z
1755,1498,1970-01-01T17:05:00Z
1831,1875,1970-01-01T17:05:00Z
1854,1448,1970-01-01T17:05:00Z
1431,1516,1970-01-01T17:05:00Z
1664,1890,1970-01-01T17:05:00Z
1805,1425,1970-01-01T17:05:00Z
1857,1907,1970-01-01T17:05:00Z
1890,1462,1970-01-01T17:05:00Z
1438,1519,1970-01-01T17:05:00Z
1462,1518,1970-01-01T17:05:00Z
1550,1566,1970-01-01T17:05:00Z
1598,1635,1970-01-01T17:05:00Z
1735,1466,1970-01-01T17:05:00Z
1835,1874,1970-01-01T17:05:00Z
1485,1529,1970-01-01T17:05:00Z
1544,1462,1970-01-01T17:05:00Z
1549,1689,1970-01-01T17:05:00Z
1715,1755,1970-01-01T17:05:00Z
1767,1489,1970-01-01T17:05:00Z
1601,1911,1970-01-01T17:05:00Z
1655,1861,1970-01-01T17:05:00Z
1669,1754,1970-01-01T17:05:00Z
1731,1911,1970-01-01T17:05:00Z
1850,1868,1970-01-01T17:05:00Z
1549,1525,1970-01-01T17:05:00Z
1840,1901,1970-01-01T17:05:00Z
1595,1654,1970-01-01T17:05:00Z
1871,1470,1970-01-01T17:05:00Z
1470,1517,1970-01-01T17:05:00Z
1871,1517,1970-01-01T17:05:00Z
1840,1489,1970-01-01T17:05:00Z
1544,1518,1970-01-01T17:05:00Z
1541,1533,1970-01-01T17:05:00Z
1645,1756,1970-01-01T17:05:00Z
1601,1731,1970-01-01T17:05:00Z
1664,1821,1970-01-01T17:05:00Z
1829,1886,1970-01-01T17:05:00Z
1599,1658,1970-01-01T17:05:00Z
1650,1668,1970-01-01T17:05:00Z
1539,1678,1970-01-01T17:05:20Z
1547,1747,1970-01-01T17:05:20Z
1583,1884,1970-01-01T17:05:20Z
1591,1626,1970-01-01T17:05:20Z
1600,1438,1970-01-01T17:05:20Z
1604,1616,1970-01-01T17:05:20Z
1651,1473,1970-01-01T17:05:20Z
1652,1427,1970-01-01T17:05:20Z
1664,1890,1970-01-01T17:05:20Z
1676,1678,1970-01-01T17:05:20Z
1684,1841,1970-01-01T17:05:20Z
1749,1757,1970-01-01T17:05:20Z
1805,1425,1970-01-01T17:05:20Z
1821,1890,1970-01-01T17:05:20Z
1821,1462,1970-01-01T17:05:20Z
1857,1907,1970-01-01T17:05:20Z
1890,1462,1970-01-01T17:05:20Z
1438,1519,1970-01-01T17:05:20Z
1462,1518,1970-01-01T17:05:20Z
1538,1549,1970-01-01T17:05:20Z
1550,1566,1970-01-01T17:05:20Z
1598,1635,1970-01-01T17:05:20Z
1735,1466,1970-01-01T17:05:20Z
1764,1840,1970-01-01T17:05:20Z
1835,1874,1970-01-01T17:05:20Z
1847,1458,1970-01-01T17:05:20Z
1485,1529,1970-01-01T17:05:20Z
1544,1462,1970-01-01T17:05:20Z
1549,1689,1970-01-01T17:05:20Z
1609,1920,1970-01-01T17:05:20Z
1701,1463,1970-01-01T17:05:20Z
1715,1755,1970-01-01T17:05:20Z
1767,1489,1970-01-01T17:05:20Z
1601,1911,1970-01-01T17:05:20Z
1655,1861,1970-01-01T17:05:20Z
1669,1754,1970-01-01T17:05:20Z
1731,1911,1970-01-01T17:05:20Z
1841,1901,1970-01-01T17:05:20Z
1850,1868,1970-01-01T17:05:20Z
1549,1525,1970-01-01T17:05:20Z
1840,1841,1970-01-01T17:05:20Z
1840,1901,1970-01-01T17:05:20Z
1879,1890,1970-01-01T17:05:20Z
1595,1654,1970-01-01T17:05:20Z
1871,1470,1970-01-01T17:05:20Z
1470,1517,1970-01-01T17:05:20Z
1871,1517,1970-01-01T17:05:20Z
1840,1489,1970-01-01T17:05:20Z
1544,1518,1970-01-01T17:05:20Z
1541,1533,1970-01-01T17:05:20Z
1645,1756,1970-01-01T17:05:20Z
1601,1731,1970-01-01T17:05:20Z
1664,1821,1970-01-01T17:05:20Z
1829,1886,1970-01-01T17:05:20Z
1599,1658,1970-01-01T17:05:20Z
1650,1668,1970-01-01T17:05:20Z
1538,1549,1970-01-01T17:05:40Z
1550,1566,1970-01-01T17:05:40Z
1592,1887,1970-01-01T17:05:40Z
1592,1438,1970-01-01T17:05:40Z
1592,1519,1970-01-01T17:05:40Z
1598,1635,1970-01-01T17:05:40Z
1599,1774,1970-01-01T17:05:40Z
1651,1894,1970-01-01T17:05:40Z
1652,1747,1970-01-01T17:05:40Z
1688,1530,1970-01-01T17:05:40Z
1689,1525,1970-01-01T17:05:40Z
1692,1830,1970-01-01T17:05:40Z
1735,1466,1970-01-01T17:05:40Z
1764,1840,1970-01-01T17:05:40Z
1764,1489,1970-01-01T17:05:40Z
1767,1841,1970-01-01T17:05:40Z
1835,1874,1970-01-01T17:05:40Z
1835,1887,1970-01-01T17:05:40Z
1847,1458,1970-01-01T17:05:40Z
1847,1911,1970-01-01T17:05:40Z
1854,1887,1970-01-01T17:05:40Z
1871,1474,1970-01-01T17:05:40Z
1888,1529,1970-01-01T17:05:40Z
1904,1920,1970-01-01T17:05:40Z
1476,1480,1970-01-01T17:05:40Z
1485,1529,1970-01-01T17:05:40Z
1544,1462,1970-01-01T17:05:40Z
1549,1689,1970-01-01T17:05:40Z
1583,1825,1970-01-01T17:05:40Z
1609,1920,1970-01-01T17:05:40Z
1655,1658,1970-01-01T17:05:40Z
1701,1463,1970-01-01T17:05:40Z
1715,1755,1970-01-01T17:05:40Z
1767,1489,1970-01-01T17:05:40Z
1601,1911,1970-01-01T17:05:40Z
1655,1861,1970-01-01T17:05:40Z
1669,1754,1970-01-01T17:05:40Z
1569,1742,1970-01-01T17:05:40Z
1600,1519,1970-01-01T17:05:40Z
1731,1911,1970-01-01T17:05:40Z
1841,1901,1970-01-01T17:05:40Z
1850,1868,1970-01-01T17:05:40Z
1918,1448,1970-01-01T17:05:40Z
1549,1525,1970-01-01T17:05:40Z
1598,1667,1970-01-01T17:05:40Z
1840,1841,1970-01-01T17:05:40Z
1840,1901,1970-01-01T17:05:40Z
1879,1890,1970-01-01T17:05:40Z
1595,1654,1970-01-01T17:05:40Z
1679,1523,1970-01-01T17:05:40Z
1871,1470,1970-01-01T17:05:40Z
1470,1517,1970-01-01T17:05:40Z
1871,1517,1970-01-01T17:05:40Z
1840,1489,1970-01-01T17:05:40Z
1544,1518,1970-01-01T17:05:40Z
1541,1533,1970-01-01T17:05:40Z
1645,1756,1970-01-01T17:05:40Z
1601,1731,1970-01-01T17:05:40Z
1664,1821,1970-01-01T17:05:40Z
1829,1886,1970-01-01T17:05:40Z
1599,1658,1970-01-01T17:05:40Z
1538,1825,1970-01-01T17:05:40Z
1650,1668,1970-01-01T17:05:40Z
1539,1617,1970-01-01T17:06:00Z
1539,1562,1970-01-01T17:06:00Z
1539,1527,1970-01-01T17:06:00Z
1539,1441,1970-01-01T17:06:00Z
1543,1786,1970-01-01T17:06:00Z
1544,1462,1970-01-01T17:06:00Z
1549,1689,1970-01-01T17:06:00Z
1549,1890,1970-01-01T17:06:00Z
1550,1562,1970-01-01T17:06:00Z
1562,1617,1970-01-01T17:06:00Z
1583,1825,1970-01-01T17:06:00Z
1583,1884,1970-01-01T17:06:00Z
1599,1861,1970-01-01T17:06:00Z
1609,1920,1970-01-01T17:06:00Z
1630,1467,1970-01-01T17:06:00Z
1655,1658,1970-01-01T17:06:00Z
1664,1890,1970-01-01T17:06:00Z
1688,1900,1970-01-01T17:06:00Z
1688,1887,1970-01-01T17:06:00Z
1701,1463,1970-01-01T17:06:00Z
1713,1924,1970-01-01T17:06:00Z
1715,1755,1970-01-01T17:06:00Z
1767,1840,1970-01-01T17:06:00Z
1767,1489,1970-01-01T17:06:00Z
1841,1489,1970-01-01T17:06:00Z
1875,1437,1970-01-01T17:06:00Z
1438,1471,1970-01-01T17:06:00Z
1444,1491,1970-01-01T17:06:00Z
1467,1531,1970-01-01T17:06:00Z
1544,1821,1970-01-01T17:06:00Z
1601,1911,1970-01-01T17:06:00Z
1617,1441,1970-01-01T17:06:00Z
1655,1861,1970-01-01T17:06:00Z
1669,1754,1970-01-01T17:06:00Z
1691,1533,1970-01-01T17:06:00Z
1731,1458,1970-01-01T17:06:00Z
1740,1863,1970-01-01T17:06:00Z
